sample_size,group,sample_index
25,10,53
25,10,56
25,10,59
25,10,74
25,10,83
25,10,111
25,10,117
25,10,153
25,10,155
25,10,178
25,10,191
25,10,243
25,10,248
25,10,250
25,10,261
25,10,271
25,10,275
25,10,280
25,10,283
25,10,287
50,1,7
50,1,25
50,1,35
50,1,47
50,1,48
50,1,51
50,1,68
50,1,69
50,1,71
50,1,85
50,1,101
50,1,114
50,1,115
50,1,117
50,1,128
50,1,130
50,1,132
50,1,133
50,1,135
50,2,3
50,2,19
50,2,36
50,2,42
50,2,43
50,2,53
50,2,62
50,2,74
50,2,81
50,2,87
50,2,91
50,2,95
50,2,104
50,2,105
50,2,122
50,2,128
50,2,131
50,2,134
50,3,4
50,3,11
50,3,15
50,3,21
50,3,22
50,3,24
50,3,26
50,3,40
50,3,43
50,3,48
50,3,49
50,3,50
50,3,56
50,3,63
50,3,68
50,3,73
50,3,76
50,3,79
50,3,84
50,3,98
50,3,106
50,3,108
50,3,126
50,3,132
50,3,133
50,3,135
50,3,138
50,4,2
50,4,17
50,4,25
50,4,26
50,4,27
50,4,28
50,4,30
50,4,31
50,4,35
50,4,42
50,4,59
50,4,60
50,4,91
50,4,100
50,4,116
50,4,119
50,4,125
50,4,132
50,4,139
50,5,9
50,5,12
50,5,21
50,5,24
50,5,33
50,5,37
50,5,50
50,5,59
50,5,64
50,5,69
50,5,78
50,5,79
50,5,80
50,5,82
50,5,98
50,5,109
50,5,112
50,5,117
50,5,120
50,5,133
50,5,138
50,5,139
50,5,141
50,6,5
50,6,10
50,6,15
50,6,20
50,6,25
50,6,26
50,6,31
50,6,46
50,6,48
50,6,49
50,6,52
50,6,60
50,6,71
50,6,72
50,6,78
50,6,99
50,6,110
50,6,112
50,6,119
50,6,127
50,6,131
50,6,136
50,7,20
50,7,53
50,7,57
50,7,76
50,7,79
50,7,81
50,7,88
50,7,93
50,7,95
50,7,101
50,7,125
50,8,3
50,8,6
50,8,8
50,8,50
50,8,63
50,8,67
50,8,74
50,8,97
50,8,100
50,8,103
50,8,116
50,8,117
50,8,118
50,8,121
50,8,123
50,8,128
50,8,129
50,8,134
50,8,140
50,9,0
50,9,20
50,9,47
50,9,57
50,9,63
50,9,70
50,9,79
50,9,89
50,9,95
50,9,101
50,9,107
50,9,112
50,9,116
50,9,124
50,9,126
50,9,127
50,9,130
50,10,25
50,10,29
50,10,35
50,10,46
50,10,77
50,10,89
50,10,102
50,10,121
50,10,124
50,10,125
50,10,130
50,10,133
100,1,6
100,1,12
100,1,17
100,1,25
100,1,34
100,1,50
100,1,57
100,1,64
100,1,66
100,2,21
100,2,31
100,2,36
100,2,37
100,2,38
100,2,62
100,2,64
100,2,65
100,3,2
100,3,7
100,3,10
100,3,12
100,3,15
100,3,21
100,3,24
100,3,25
100,3,34
100,3,36
100,3,39
100,3,40
100,3,49
100,3,53
100,3,59
100,3,66
100,4,8
100,4,13
100,4,15
100,4,30
100,4,38
100,4,50
100,4,59
100,4,60
100,4,69
100,5,3
100,5,4
100,5,25
100,5,32
100,5,39
100,5,48
100,5,49
100,5,53
100,5,54
100,5,56
100,5,60
100,5,64
100,5,69
100,6,0
100,6,5
100,6,7
100,6,10
100,6,12
100,6,13
100,6,15
100,6,24
100,6,35
100,6,50
100,6,65
100,7,23
100,7,44
100,7,47
100,7,59
100,7,60
100,7,62
100,8,3
100,8,58
100,8,59
100,8,62
100,8,64
100,8,65
100,8,66
100,9,1
100,9,11
100,9,23
100,9,31
100,9,35
100,9,36
100,9,39
100,9,42
100,9,56
100,9,63
100,10,5
100,10,14
100,10,31
100,10,36
100,10,38
100,10,41
100,10,54
100,10,58
100,10,62
100,10,70
200,1,2
200,1,6
200,1,12
200,1,17
200,1,32
200,1,33
200,2,9
200,2,10
200,2,14
200,2,15
200,2,32
200,3,6
200,3,12
200,3,15
200,3,17
200,3,18
200,3,26
200,3,31
200,3,33
200,4,6
200,4,7
200,4,25
200,4,29
200,5,19
200,5,20
200,6,7
200,6,12
200,6,21
200,6,31
200,6,32
200,7,19
200,7,22
200,8,29
200,8,30
200,8,32
200,9,19
200,9,21
200,9,31
200,10,2
200,10,27
200,10,31
400,1,6
400,1,16
400,2,7
400,3,15
400,4,3
800,3,7
